Sequencial;Sequencial_Reposta;Resposta;Aluno;Pergunta;Resposta2;NívelRubrica
384;384;384;20;28;Quando Zé Gotinha nasceu, ele era uma representação da vacina em si, mas hoje é considerado como um mascote.;3
385;385;385;20;30;Zé Gotinha aparecia no comercial chorando, pois ele ainda não tinha nome.;
386;386;386;20;32;A escolha foi feita por meio de um concurso, convidando os brasileiros a mandaram cartas com sugestões de nomes para o personagem.;3
387;387;387;20;34;Eles entenderam que o nome deveria ser Zé Gotinha, pois mais de 10 mil cartas foram enviadas com esse nome.;3
388;388;388;20;36;Um menino do Distrito Federal levou o prêmio por meio de um sorteio.;3
401;401;401;21;1;A ideia era que alguem passace corager.;1
411;411;411;21;5;porque sem a vacina de morre.;2
413;413;413;21;6;e uma doensa que ja foi esterminada do Brasil.;2
412;412;412;21;7;porque epara o bem.;2
414;414;414;21;11;porque nesa epuca nao escestia conputadores.;2
415;415;415;21;13;ele centivava as criancas a ce vasina.;1
416;416;416;21;15;escutura;
417;417;417;21;16;para indica fala.;2
418;418;418;21;17;"sublinhe:darlan virou ate nome de predio residencial na cidade.circule;aqui sou uma pessoa ilustre brinca.";
419;419;419;21;18;queibrou;
402;402;402;21;20;O criador do ze´ gotinha.;3
420;420;420;21;21;tem muito medo;3
421;421;421;21;22;arquivo pesual do Darlan;3
403;403;403;21;25;propagandas assutadoras.;2
404;404;404;21;26;1986.;3
410;410;410;21;27;35 anos.;1
405;405;405;21;28;duar gotas da poli hoje e igual.;
406;406;406;21;30;porque ele estava com medo desse vasinar.;1
407;407;407;21;32;pelo sorteio.;2
408;408;408;21;34;10 mil carta voran sugerica.;3
409;409;409;21;36;um menino do distrito federal.;3
422;422;422;22;1;Zé Gotinha e um personagem criado para incentivar crianças e adultos a tomar vacina.;2
432;432;432;22;5;Vacina e um assunto sério pois sem ela, muitas doenças como a poliomelite não teria sido extinta no Brasil.;3
434;434;434;22;6;Poliomelite e uma doença que pode causar paralisia em crianças e adultos e que não circula a muito tempo no Brasil.;3
433;433;433;22;7;A vacina e uma proteção criada por médicos e cientistas para que algumas doenças não prejudiquem a quem contrai o vírus.;
435;435;435;22;11;O concurso pode ter sido feito por cartas pois,na quela epóca não existia tecnologias como as atuais.;2
436;436;436;22;13;O personagem incentiva as crianças a se vacinarem pois ele era um desenho animado,o que chamava muito a atenção das crianças.;1
437;437;437;22;15;Hoje Darlan Rosa e escultor em Brasilia.;3
438;438;438;22;16;As aspas servem para indicar que este trecho não e de quem escreveu a noticia,mas sim e uma fala de alguem.;2
439;439;439;22;17;"Sublinhahodo:Darlan virou ate nome de predio residencial na cidade.
Circulado:Aqui sou uma pessoa ilustre";3
440;440;440;22;18;"barreira dos medos:significa que as pessoa não tem mais medo de tomar vacinas
deslanchou:significa torno-se um sucesso";3
423;423;423;22;20;Darlan Rosa foi o criador do Zé gotinha.;3
441;441;441;22;21;Morrer de medo significa ter uma quantidade de medo muito grande;3
442;442;442;22;22;Arquivo pessoal de Darlan Rosa;3
424;424;424;22;25;Antes do Zé Gotinha,as propagandas de vacinas eram assustadoras,para mostrar que ficar doente era horrivel.;3
425;425;425;22;26;O Zé Gotinha foi criado em 1986 em Brasília para ensinar as criançasa que tomar vacina era necessario.;3
431;431;431;22;27;A ideia principal do Zé Gotinha era ensinar que tomar vacina e importante para a saúde.;2
426;426;426;22;28;Antigamente,o Zé gotinha era a representação da vacina em si,hoje ele parece mais com as gotas da vacina.;2
427;427;427;22;30;Zé gotinha aparecia chorando no comercial pois,ainda não tinha um nome.;3
428;428;428;22;32;A escolha do nome do Zé Gotinha foi feita através de um concurso por meio de cartas.;
429;429;429;22;34;Eles entederão que o nome devia ser Zé Gotinha pois mais de 10 mil cartas enviaram o nome Zé Gotinha.;3
430;430;430;22;36;A pessoa que levou o premio pela escolha do nome foi um garoto do Distrito Federal.;3
443;443;443;23;1;Zé Gotinha é um mascote de Darlan Rosa;2
453;453;453;23;5;"A vacina é um assunto sério pois  ela que ajuda agente a poder se livrar de algum virus que 
esta vagando pelo mundo tipo o covid-19, e so a vacina pode curar a gente  para que agente fique livre desse virus ou outro que estiver vagando por ai";2
455;455;455;23;6;poliomielite é uma doença que causa paralisia nas crianças;3
454;454;454;23;7;Pois a vacina não doi e é tranquilo tomar, e mesmo se doer não vai ser muito duido so um poquinho;2
456;456;456;23;11;o concurso foi feito por meio de cartas pois antigamente era dificil ter um computador ou talvez não tinha computador na época;2
457;457;457;23;13;oque tem no personagem é que ele é uma Gotinha;1
458;458;458;23;15;O criador do Zé Gotinha ele atualmente ele trabalha como escultor;3
459;459;459;23;16;Isso serve para representar alguem falando;2
460;460;460;23;17;"Sublinhado: Darlan virou até nome de prédio residencial na cidade
Circulado: Aqui, sou uma pessoa ilustre""";3
461;461;461;23;18;O sentido da palavra A barreira dos medos tem um sentido de tipo a barreiras onde fica os medos. Ja a palavra deslanchou tem um sentido de acabou;1
444;444;444;23;20;Darlan Rosa Foi quem inventou o Zé Gotinha, em 1986;3
462;462;462;23;21;nesse fragmento significa ficar muito assustados para que eles tiver mais vontade de ir au posto de vacinasão;3
463;463;463;23;22;a reportagem selecionou esse dezenho do arquivo pessoal de Darlan Rosa;3
445;445;445;23;25;"As propagandas de vacina antes da criação do Zé Gotinha eram propagandas assustadoras
que passavam na televisão";2
446;446;446;23;26;Zé Gotinha foi criado em 1986;3
452;452;452;23;27;A ideia principal do Zé Gotinha, era Fazer que as crianças tivessem coragem para tomar vaicina ou querer tomar a vassina;3
447;447;447;23;28;"O Zé Gotinha quando nasceu ele era um personagem sem nome era uma gotinha
que aparecia chorando pois não tinha nome, e hojeele é uma gotinha com nome que é feliz.";2
448;448;448;23;30;Pois ele não tinha nome;3
449;449;449;23;32;Por meio de um sorteio, que pessoas sugeriram um nome, enviando uma carta;3
450;450;450;23;34;Pois mais de 10 mil cartas foram enviadas com esse nome e os organizadores, entenderam que o nome seria esse;3
451;451;451;23;36;Um menino do Distrito Federal levou o premio;3
464;464;464;24;1;Zé Gotinha é mascote na campanha de vacinação de Poliomielite .;2
474;474;474;24;5;Vacina é um assunto sério pois, preveni doenças perigosas .;
476;476;476;24;6;Poliomielite é um doença que  causa paralisia nas crianças .;3
475;475;475;24;7;É preciso não ter medo ao tomar vacina pois, ela preveni doenças graves .;3
477;477;477;24;11;O concurso foi feito por cartas pois, os organizadores queriam que crianças do país mandassem sugestões de nome .;1
478;478;478;24;13;O personagem passa coragem para vacinar-se .;2
479;479;479;24;15;Hoje Darlan tem 74 anos e vive em Brasília .;1
480;480;480;24;16;Esse recurso serve para indicar a fala do entrevistado .;3
481;481;481;24;17;"Sublinhado: ''Darlan virou até nome de prédio residencial na cidade"". Circulado: ''Aqui, sou uma pessoa ilustre .''";3
482;482;482;24;18;Deslanchou seria continuou .;2
465;465;465;24;20;O criador e ilustrador de Zé Gotinha .;3
483;483;483;24;21;Significa ficar com muito medo .;3
484;484;484;24;22;Esse desenho foi tirado do Arquivo pessoal de Darlan Rosa .;3
466;466;466;24;25;Segundo o texto essas propagandas de vacina antes da criação do Zé Gotinha eram assustadoras, fazendo as crianças terem mais medo de vacinar-se .;2
467;467;467;24;26;Zé Gotinha foi criado em 1986 .;3
473;473;473;24;27;A ideia era que alguém forte passasse a coragem para quem tinha que se vacinar .;3
468;468;468;24;28;Segundo Darlan Rosa Zé gotinha era a representação da vacina em si. Atualmente ele é tratado como um mascote .;3
469;469;469;24;30;Zé Gotinha aparecia chorando pois, não tinha um nome .;3
470;470;470;24;32;A escolha do nome foi feita pelo um concurso de cartas mandadas para a nomeação dele .;3
471;471;471;24;34;Os organizadores entenderam que o nome deveria ser Zé Gotinha pois, foram mandadas mais de 10 mil cartas para eles .;2
472;472;472;24;36;Quem levou o  prêmio foi um menino do Distrito Federal .;3
485;485;485;25;1;Zé Gotinha é um mascote ,que ajuda as crianças a não terem medo de vacinar.;3
495;495;495;25;5;É um assunto sério pois sem ela podemos ficar doentes.;3
497;497;497;25;6;É uma doença que acabou em 1944 e ela paralisava crianças.;2
496;496;496;25;7;Não e preciso ter medo pois ela vai te ajudar em doenças e te proteger.;2
498;498;498;25;11;Foi feito por meios de carta pois era a melhor tecnologia na época.;2
499;499;499;25;13;Havia a empatia e o carisma.;2
500;500;500;25;15;Atualmente ele é escultor.;3
501;501;501;25;16;Serve para indicar a fala de alguém.;2
502;502;502;25;17;Fato -Darlan virou até nome de prédio residencial na cidade .Opinião -Aqui sou uma pessoas ilustre.;3
503;503;503;25;18;O sentido é deixar o texto mais interessante para ler.;1
486;486;486;25;20;Darlan Rosa foi quem criou o Zé Gotinha.;3
504;504;504;25;21;Significa que todo mundo tinha muito medo de ficar doente.;3
505;505;505;25;22;Do arquivo pessoal de Darlan Rosa.;3
487;487;487;25;25;As propagandas  eram assustadoras .;2
488;488;488;25;26;Ele nasceu a 35 anos ,ou seja ,em 1986.;3
494;494;494;25;27;A primeira ideia era o Zé Gotinha representar a vacina em si.;1
489;489;489;25;28;Quando nasceu ele era meio azulado e apenas duas gotinhas de pólio, hoje ele é branco e possui mais detalhes .;3
490;490;490;25;30;Ele aparecia assim pois ainda não tinha nome.;3
491;491;491;25;32;A escolha foi feita a partir de um sorteio.;2
492;492;492;25;34;Eles entenderam que devia chamar assim pois receberam mais de 10 mil cartas com esse nome .;3
493;493;493;25;36;Quem levou foi um menino do Distrito Federal .;3
506;506;506;26;1;Zé Gotinha é um ensentivo para as crianças tomarem as vacinas.;3
516;516;516;26;5;Por causa que sem a vacina nos estamos desprotegidos das doenças.;3
518;518;518;26;6;Poliomielite é uma doença que causa paralisia nas crianças;3
517;517;517;26;7;Porque ela nos protege .;2
519;519;519;26;11;Pois era numa época que não continha muita tecnologia.;1
520;520;520;26;13;no personagem contem muita alegria.;
521;521;521;26;15;Ele é escritor atualmente escritor .;3
522;522;522;26;16;Para mostrar que a  fala de algum personagem.;2
523;523;523;26;17;circulada : brinca.;1
524;524;524;26;18;O sentido das palavras destacadas são  que agora ninguenm mais vai ter medo de tomar a vacina.;2
507;507;507;26;20;Darlan Rosa é o criador do Zé Gotinha .;3
525;525;525;26;21;Ter muito medo.;3
526;526;526;26;22;Arquivo pessoal de Darlan Rasa.;3
508;508;508;26;25;as propagandas antes era com o Zé Gotinha no chorando sentado num cantinho e dizia que estava triste justamente por causa que não tinha um nome.;
509;509;509;26;26;ele foi criado em 1986.;3
515;515;515;26;27;A ideia da campanha ere incentivar as crianças a não ter medo da vacina .;3
510;510;510;26;28;Darlan Rosa diz que criou Zé Gotinha com duas pólio ,e hoje em dia ele é muito mais desenhado.;3
511;511;511;26;30;por causa que ainda não tinha um nome .;3
512;512;512;26;32;Com um concurso ,nesse concurso era para mandar sugestões para seu nome.;3
513;513;513;26;34;pois chegou mais de 10 mil cartas com esse nome para ele.;
514;514;514;26;36;Foi um menino do Distrito Federal que levou o premio .;3
527;527;527;27;1;Zé Gotinha é um personagem criado por Darlan Rosa em 1986 para incentivar as crianças a tomarem as vacinas sem medo.;3
537;537;537;27;5;Vacina é um assunto sério porque ela pode salvar vidas.;3
539;539;539;27;6;Poliomielite é uma doença que causa paralisia nas crianças.;3
538;538;538;27;7;Não é preciso ter medo de tomar vacina porque é pro seu próprio bem.;2
540;540;540;27;11;O curso deve ter sido por meio de cartas porque nem todos deviam ter condições de ter aparelhos para mandar e-mails.;2
541;541;541;27;13;Coragem.;2
542;542;542;27;15;Atualmente ele trabalha como escultor.;3
543;543;543;27;16;Para repetir falas.;2
544;544;544;27;17;"Sublinhado-Darlan virou até nome de prédio residencial na cidade

circulado ""aqui sou uma pessoa ilustre"".";3
545;545;545;27;18;"A barreira dos medos acabou:o medo acabou
Deslanchou:tornou-se um sucesso.";
528;528;528;27;20;Darlan Rosa é o criador do Zé Gotinha.;3
546;546;546;27;21;Ter muito medo.;3
547;547;547;27;22;Do arquivo pessoal de Darlan Rosa.;3
529;529;529;27;25;As propagandas eram assustadoras e assim deixar as crianças com medo da doença.;2
530;530;530;27;26;O Zé Gotinha foi criado por Darlan Rosa em 1986;3
536;536;536;27;27;A ideia principal era para que o Zé Gotinha incentivasse as crianças a tomarem vacina.;3
531;531;531;27;28;Antes ele era a representação da vacina em si e hoje ele é uma gota.;2
532;532;532;27;30;Ele aparecia no comercial chorando porque ele não tinha nome.;3
533;533;533;27;32;Por meio de um concurso.;2
534;534;534;27;34;Os organizadores entenderam que o nome deveria ser Zé Gotinha porque mais de 10 mil pessoas escolheram esse nome.;3
535;535;535;27;36;Um menino do Distrito Federal levou o prêmio.;3
548;548;548;28;1;Zé Gotinha foi um personagem que influencio as crianças tomarem vacina.;2
558;558;558;28;5;Por que se não tomarmos vacina podemos ficar doentes ou até morrer.;3
560;560;560;28;6;Doença que causa paralisia nas crianças.;3
559;559;559;28;7;Por que e bom tomar vacina.;2
561;561;561;28;11;Por que seriam cartas do Brasil todo.;1
562;562;562;28;13;Sua imagem fofinha.;1
563;563;563;28;15;Atualmente ele é escultor.;3
564;564;564;28;16;As aspas servem para destacar o que a pessoa tinha falado.;2
565;565;565;28;17;"Sublinhado: Darlan virou até nome de prédio residencial na cidade.
Circulado: Aqui, sou uma pessoa ilustre.";3
566;566;566;28;18;Que o medo acabou, e tornou-se um sucesso.;2
549;549;549;28;20;Darlan Rosa foi o criador do Zé Gotinha.;3
567;567;567;28;21;Ficar com muito medo.;3
568;568;568;28;22;O desenho foi selecionado do arquivo pessoal de Darlan Rosa, seu criador.;3
550;550;550;28;25;Assustadora.;2
551;551;551;28;26;1986.;3
557;557;557;28;27;A ideia era passar coragem pra quem tinha medo de se vacinar.;3
552;552;552;28;28;Antigamente ainda não se chamava zé  gotinha mas agora chama.;2
553;553;553;28;30;Por que naquela época ainda não tinha nome.;3
554;554;554;28;32;Foi um concurso que escolheu.;2
555;555;555;28;34;Por que muitas crianças escolheram esse nome.;2
556;556;556;28;36;Um menino do Distrito Federal.;3
569;569;569;29;1;Zé Gotinha é o personagem para atrair pessoas para tomar a vacina.;3
579;579;579;29;5;Vacina era um assunto serio para agente não ficar doente.;2
581;581;581;29;6;Polio é o apelido poliomielete.;1
580;580;580;29;7;Não é preciso ter medo da vacina por causa que ela faz bem pra gente.;2
582;582;582;29;11;Porque na epoca não havia celulares.;2
583;583;583;29;13;A felicidade do personagem que incentiva as crianças.;1
584;584;584;29;15;Atualmente ele trbalha como escultor em Brasilia.;3
585;585;585;29;16;As aspas servem para a fala do criador.;2
586;586;586;29;17;Sublinhar:Darlan virou até nome de prédio residencial na cidade. Circule:Aqui, sou uma pessoa ilustre.;3
587;587;587;29;18;Barreira dos medos: significa acabou os medos Deslanchou:foi em frente.;3
570;570;570;29;20;Darlan Rosa é o criador do Zé Gotinha.;3
588;588;588;29;21;Morrer de medo: significa ter muito medo.;3
589;589;589;29;22;Ela selecionou esse desenho no começo com uma gota.;1
571;571;571;29;25;Antes do Zé Gotinha chegar chegavam cartas de caminão.;1
572;572;572;29;26;Zé Gotinha foi criado em1986.;3
578;578;578;29;27;Aideia principal era que as pessoas escolhessem o nome dele.;1
573;573;573;29;28;Zé Gotinha nasceu em 1986. Sim Zé Gotinha era diferente do que é hoje ele tem traços mais elaborados.Ele é azul,feito por duas gotinahas de polio.Ele é mais bonito mais elaborado muito mais traçado.;
574;574;574;29;30;Porque ele não tinha nome.;3
575;575;575;29;32;Por um concurso.;2
576;576;576;29;34;Porque as cartas sugeriram o nome Zé Gotinha.;2
577;577;577;29;36;Um menino do Destrito Federal levou o premio.;3
590;590;590;30;1;Zé Gotinha é um personagem que tem  representação de uma vacina.;2
600;600;600;30;5;A vacina é um assunto sério pois precisamos nos proteger dos vírus.;2
602;602;602;30;6;Poliomielite é uma doença que causa paralisia nas crianças.;3
601;601;601;30;7;Não é preciso ter medo de tomar vacina pois não dói.;3
603;603;603;30;11;Pois naquela época não tinha como mandar mensagem.;1
604;604;604;30;13;O personagem tirava o medo das crianças.;2
605;605;605;30;15;Atualmente o criador do Zé Gotinha trabalha como escultor.;3
606;606;606;30;16;As aspas serve para representar a fala de uma pessoa.;2
607;607;607;30;17;"Sublinhado: Aqui sou uma pessoa ilustre.
Circulado: Darlan virou até nome de prédio residencial na cidade.";1
